XNSE/MFRDAFTIIPAG,Reliance Capital Asset Management Ltd (MFRDAFTIIPAG) Adjusted Stock Prices
XNSE/MFHJN1120N20,HDFC Asset Management Company Ltd. (MFHJN1120N20) Adjusted Stock Prices
XNSE/MFHJN1120G20,HDFC Asset Management Company Ltd. (MFHJN1120G20) Adjusted Stock Prices
XNSE/MFHJN1120Q20,HDFC Asset Management Company Ltd. (MFHJN1120Q20) Adjusted Stock Prices
XNSE/MFRDAFTIIPAD,Reliance Capital Asset Management Ltd (MFRDAFTIIPAD) Adjusted Stock Prices
XNSE/MFUKBCCP1G,Union KBC Asset Management Company Private Limited (MFUKBCCP1G) Adjusted Stock Prices
XNSE/MFUKBCCP1DP,Union KBC Asset Management Company Private Limited (MFUKBCCP1DP) Adjusted Stock Prices
XNSE/MFRDAFTIIPED,Reliance Capital Asset Management Ltd (MFRDAFTIIPED) Adjusted Stock Prices
XNSE/MFRDAFTIIPEG,Reliance Capital Asset Management Ltd (MFRDAFTIIPEG) Adjusted Stock Prices
XNSE/MFRDAFTIIPHD,Reliance Capital Asset Management Ltd (MFRDAFTIIPHD) Adjusted Stock Prices
XNSE/MFRELDUALBDP,Reliance Capital Asset Management Ltd (MFRELDUALBDP) Adjusted Stock Prices
XNSE/MFRELDUALBGP,Reliance Capital Asset Management Ltd (MFRELDUALBGP) Adjusted Stock Prices
XNSE/MFRFHFXX31GP,Reliance Capital Asset Management Ltd (MFRFHFXX31GP) Adjusted Stock Prices
XNSE/MFRELDUALDPA,Reliance Capital Asset Management Ltd (MFRELDUALDPA) Adjusted Stock Prices
XNSE/MFRELDUALGPA,Reliance Capital Asset Management Ltd (MFRELDUALGPA) Adjusted Stock Prices
XNSE/MFRFHFXX33GP,Reliance Capital Asset Management Ltd (MFRFHFXX33GP) Adjusted Stock Prices
XNSE/MFRFHFXXI18G,Reliance Capital Asset Management Ltd (MFRFHFXXI18G) Adjusted Stock Prices
XNSE/MFRFHFXXI29G,Reliance Capital Asset Management Ltd (MFRFHFXXI29G) Adjusted Stock Prices
XNSE/MFHSEP24M19G,HDFC Asset Management Company Ltd. (MFHSEP24M19G) Adjusted Stock Prices
XNSE/MFSFTP31,Sundaram Asset Management Company Limited (MFSFTP31) Adjusted Stock Prices
XNSE/MFRFHXXII24D,Reliance Nippon Life Asset Management Ltd. (MFRFHXXII24D) Adjusted Stock Prices
XNSE/MFHOCT36M19G,HDFC Asset Management Company Ltd. (MFHOCT36M19G) Adjusted Stock Prices
XNSE/MFSFTP59,Sundaram Asset Management Company Limited (MFSFTP59) Adjusted Stock Prices
XNSE/MFRMFINAIGG1,Reliance Capital Asset Management Ltd (MFRMFINAIGG1) Adjusted Stock Prices
XNSE/MFRMFINARGG1,Reliance Capital Asset Management Ltd (MFRMFINARGG1) Adjusted Stock Prices
XNSE/NBMUTHOOTFIN,Muthoot Finance Ltd. (NBMUTHOOTFIN) Adjusted Stock Prices
XNSE/MFFTFTF17GR,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF17GR) Adjusted Stock Prices
XNSE/ZUARI,Zuari Agro Chemicals Ltd (EQZUARI) Adjusted Stock Prices
XNSE/MFFTFTF17DV,Franklin Templeton Asset Management (India) Private Limited (MFFTFTF17DV) Adjusted Stock Prices
XNSE/TARAJEWELS,Tara Jewels Ltd (EQTARAJEWELS) Adjusted Stock Prices
XNSE/MFSDF60M1D,SBI Funds Management Private Limited (MFSDF60M1D) Adjusted Stock Prices
XNSE/CARERATING,CARE Ratings Ltd. (EQCARERATING) Adjusted Stock Prices
XNSE/INFRATEL,Bharti Infratel Ltd (EQINFRATEL) Adjusted Stock Prices
XNSE/SREEL,Sreeleathers Ltd (EQSREEL) Adjusted Stock Prices
XNSE/PCJEWELLER,PC Jeweller Ltd (EQPCJEWELLER) Adjusted Stock Prices
XNSE/N1RECLTD,Rural Electrification Corporation Ltd (N1RECLTD) Adjusted Stock Prices
XNSE/N2RECLTD,Rural Electrification Corporation Ltd (N2RECLTD) Adjusted Stock Prices
XNSE/N5TCFSL_1,Tata Capital Financial Services Limited (N5TCFSL) Adjusted Stock Prices
XNSE/MFRMFFMP16CD,Religare Invesco Asset Management Company Pvt. Ltd (MFRMFFMP16CD) Adjusted Stock Prices
XNSE/MFRMFFMP16CG,Religare Invesco Asset Management Company Pvt. Ltd (MFRMFFMP16CG) Adjusted Stock Prices
XNSE/MFBSLCP2G,Birla Sun Life Asset Management Company Ltd (MFBSLCP2G) Adjusted Stock Prices
XNSE/MFHDEC566Q24,HDFC Asset Management Company Ltd. (MFHDEC566Q24) Adjusted Stock Prices
XNSE/VETO,Veto Switchgears & Cables Ltd. (EQVETO) Adjusted Stock Prices
XNSE/MFHDEC566D24,HDFC Asset Management Company Ltd. (MFHDEC566D24) Adjusted Stock Prices
XNSE/MFHDEC566F24,HDFC Asset Management Company Ltd. (MFHDEC566F24) Adjusted Stock Prices
XNSE/MFHDEC566G24,HDFC Asset Management Company Ltd. (MFHDEC566G24) Adjusted Stock Prices
XNSE/MFRMFFMP16DG,Religare Invesco Asset Management Company Pvt. Ltd (MFRMFFMP16DG) Adjusted Stock Prices
XNSE/MFUFTFQP13P1,UTI Asset Management Company Ltd (MFUFTFQP13P1) Adjusted Stock Prices
XNSE/MFUFTFQR13P1,UTI Asset Management Company Ltd (MFUFTFQR13P1) Adjusted Stock Prices
XNSE/MFHDEC526G24,HDFC Asset Management Company Ltd. (MFHDEC526G24) Adjusted Stock Prices
XNSE/MFRMFFMP16DD,Religare Invesco Asset Management Company Pvt. Ltd (MFRMFFMP16DD) Adjusted Stock Prices
XNSE/MFHDEC526D24,HDFC Asset Management Company Ltd. (MFHDEC526D24) Adjusted Stock Prices
XNSE/MFHDEC526Q24,HDFC Asset Management Company Ltd. (MFHDEC526Q24) Adjusted Stock Prices
XNSE/MFHDC370G223,HDFC Asset Management Company Ltd. (MFHDC370G223) Adjusted Stock Prices
XNSE/MFHDEC526F24,HDFC Asset Management Company Ltd. (MFHDEC526F24) Adjusted Stock Prices
XNSE/MFHDC370D223,HDFC Asset Management Company Ltd. (MFHDC370D223) Adjusted Stock Prices
XNSE/MFHDC370Q223,HDFC Asset Management Company Ltd. (MFHDC370Q223) Adjusted Stock Prices
XNSE/MFHDC370F223,HDFC Asset Management Company Ltd. (MFHDC370F223) Adjusted Stock Prices
XNSE/MFUFTFQR13P3,UTI Asset Management Company Ltd (MFUFTFQR13P3) Adjusted Stock Prices
XNSE/MFUFTFGR13P3,UTI Asset Management Company Ltd (MFUFTFGR13P3) Adjusted Stock Prices
XNSE/MFUFTFQP13P3,UTI Asset Management Company Ltd (MFUFTFQP13P3) Adjusted Stock Prices
XNSE/MFLTMFDE369G,L&T Investment Management Limited (MFLTMFDE369G) Adjusted Stock Prices
XNSE/MFHOCT370G22,HDFC Asset Management Company Ltd. (MFHOCT370G22) Adjusted Stock Prices
XNSE/MFRFXXII29GR,Reliance Capital Asset Management Ltd (MFRFXXII29GR) Adjusted Stock Prices
XNSE/N4HUDCO,Housing & Urban Development Corporation. (N4HUDCO) Adjusted Stock Prices
XNSE/E2CUB,City Union Bank Ltd. (E2CUB) Adjusted Stock Prices
XNSE/N5HUDCO,Housing & Urban Development Corporation. (N5HUDCO) Adjusted Stock Prices
XNSE/VMART,V-Mart Retail Ltd (EQVMART) Adjusted Stock Prices
XNSE/N3IRFC,Indian Railway Finance Corp (N3IRFC) Adjusted Stock Prices
XNSE/N4IRFC,Indian Railway Finance Corp (N4IRFC) Adjusted Stock Prices
XNSE/MFDPHFTF11DD,DHFL Pramerica Asset Managers Private Limited (MFDPHFTF11DD) Adjusted Stock Prices
XNSE/N1JNPT,Jawaharlal Nehru Port Trust (N1JNPT) Adjusted Stock Prices
XNSE/MFUFTFQR14P1,UTI Asset Management Company Ltd (MFUFTFQR14P1) Adjusted Stock Prices
XNSE/MFUFTFQP14P1,UTI Asset Management Company Ltd (MFUFTFQP14P1) Adjusted Stock Prices
XNSE/MFUFTFMD14P1,UTI Asset Management Company Ltd (MFUFTFMD14P1) Adjusted Stock Prices
XNSE/MFUFTFGR14P1,UTI Asset Management Company Ltd (MFUFTFGR14P1) Adjusted Stock Prices
XNSE/MFUFTFAR14P1,UTI Asset Management Company Ltd (MFUFTFAR14P1) Adjusted Stock Prices
XNSE/MFUFTFAP14P1,UTI Asset Management Company Ltd (MFUFTFAP14P1) Adjusted Stock Prices
XNSE/E1BHUSANSTL,Bhushan Steel Ltd (E1BHUSANSTL) Adjusted Stock Prices
XNSE/N3RECLTD,Rural Electrification Corporation Ltd (N3RECLTD) Adjusted Stock Prices
XNSE/N4RECLTD,Rural Electrification Corporation Ltd (N4RECLTD) Adjusted Stock Prices
XNSE/N1NHBTF2023,National Housing Bank (N1NHBTF2023) Adjusted Stock Prices
XNSE/MFLTMD1189D,L&T Investment Management Limited (MFLTMD1189D) Adjusted Stock Prices
XNSE/N5IRFC,Indian Railway Finance Corp (N5IRFC) Adjusted Stock Prices
XNSE/N6IRFC,Indian Railway Finance Corp (N6IRFC) Adjusted Stock Prices
XNSE/REPCOHOME,Repco Home Finance Ltd (EQREPCOHOME) Adjusted Stock Prices
XNSE/MFRDAFIIIADG,Reliance Capital Asset Management Ltd (MFRDAFIIIADG) Adjusted Stock Prices
XNSE/MFRDAFIIIADD,Reliance Capital Asset Management Ltd (MFRDAFIIIADD) Adjusted Stock Prices
XNSE/MFHDAIF1ADGR,HDFC Asset Management Company Ltd. (MFHDAIF1ADGR) Adjusted Stock Prices
XNSE/MFHDAIF1ADDP,HDFC Asset Management Company Ltd. (MFHDAIF1ADDP) Adjusted Stock Prices
XNSE/MFRDAFTIIIAD,Reliance Capital Asset Management Ltd (MFRDAFTIIIAD) Adjusted Stock Prices
XNSE/MFRDAFTIIIAG,Reliance Capital Asset Management Ltd (MFRDAFTIIIAG) Adjusted Stock Prices
XNSE/MFHDAIF1ARGR,HDFC Asset Management Company Ltd. (MFHDAIF1ARGR) Adjusted Stock Prices
XNSE/N6HUDCO,Housing & Urban Development Corporation. (N6HUDCO) Adjusted Stock Prices
XNSE/N7HUDCO,Housing & Urban Development Corporation. (N7HUDCO) Adjusted Stock Prices
XNSE/MFHDAIF1BRDP,HDFC Asset Management Company Ltd. (MFHDAIF1BRDP) Adjusted Stock Prices
XNSE/MFHDAIF1BDGR,HDFC Asset Management Company Ltd. (MFHDAIF1BDGR) Adjusted Stock Prices
XNSE/MFHDAIF1BRGR,HDFC Asset Management Company Ltd. (MFHDAIF1BRGR) Adjusted Stock Prices
XNSE/AIFL,Ashapura Intimates Fashion Ltd (EQAIFL) Adjusted Stock Prices
XNSE/NIFTYIWIN,ICICI Prudential Asset Management Company Ltd. (EQNIFTYIWIN) Adjusted Stock Prices
XNSE/METKORE,Metkore Alloys & Industries Ltd (EQMETKORE) Adjusted Stock Prices
XNSE/MFDRGESS01RG,DSP BlackRock Investment Managers Private Limited (MFDRGESS01RG) Adjusted Stock Prices
XNSE/MFDRGESS01RD,DSP BlackRock Investment Managers Private Limited (MFDRGESS01RD) Adjusted Stock Prices
XNSE/MFBSLRGES1RD,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1RD) Adjusted Stock Prices
XNSE/MFBSLRGES1RG,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1RG) Adjusted Stock Prices
XNSE/MFDRGESS01DG,DSP BlackRock Investment Managers Private Limited (MFDRGESS01DG) Adjusted Stock Prices
XNSE/MFBSLRGES1DD,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1DD) Adjusted Stock Prices
XNSE/MFDRGESS01DD,DSP BlackRock Investment Managers Private Limited (MFDRGESS01DD) Adjusted Stock Prices
XNSE/MFBSLRGES1DG,Birla Sun Life Asset Management Company Ltd (MFBSLRGES1DG) Adjusted Stock Prices
XNSE/MFHRGESSDD1,HDFC Asset Management Company Ltd. (MFHRGESSDD1) Adjusted Stock Prices
XNSE/MFIDR1ADP,IDBI Asset Management Ltd (MFIDR1ADP) Adjusted Stock Prices
XNSE/MFIDR1ADDP,IDBI Asset Management Ltd (MFIDR1ADDP) Adjusted Stock Prices
XNSE/MFIDR1AG,IDBI Asset Management Ltd (MFIDR1AG) Adjusted Stock Prices
XNSE/MFHRGESSDG1,HDFC Asset Management Company Ltd. (MFHRGESSDG1) Adjusted Stock Prices
XNSE/MFHRGESSRD1,HDFC Asset Management Company Ltd. (MFHRGESSRD1) Adjusted Stock Prices
XNSE/MFIDR1AGD,IDBI Asset Management Ltd (MFIDR1AGD) Adjusted Stock Prices
XNSE/MFHRGESSRG1,HDFC Asset Management Company Ltd. (MFHRGESSRG1) Adjusted Stock Prices
XNSE/RELCNX100,Reliance Nippon Life Asset Management Ltd. (EQRELCNX100) Adjusted Stock Prices
XNSE/MFUTRGESSRGR,UTI Asset Management Company Ltd (MFUTRGESSRGR) Adjusted Stock Prices
XNSE/MFUTRGESSDGR,UTI Asset Management Company Ltd (MFUTRGESSDGR) Adjusted Stock Prices
XNSE/MFUTRGESSRDP,UTI Asset Management Company Ltd (MFUTRGESSRDP) Adjusted Stock Prices
XNSE/MFFMPS6DPG,India Infoline Asset Management Co. Ltd (MFFMPS6DPG) Adjusted Stock Prices
XNSE/MFUTRGESSDDP,UTI Asset Management Company Ltd (MFUTRGESSDDP) Adjusted Stock Prices
XNSE/MFFMPS6RPG,India Infoline Asset Management Co. Ltd (MFFMPS6RPG) Adjusted Stock Prices
XNSE/MFFMPS6RPDP,India Infoline Asset Management Co. Ltd (MFFMPS6RPDP) Adjusted Stock Prices
XNSE/NIBL,NRB Industrial Bearings Ltd (EQNIBL) Adjusted Stock Prices
XNSE/SMOPAL,Opal Luxury Time Products Ltd (SMOPAL) Adjusted Stock Prices
XNSE/MFDWSHYD13GP,DHFL Pramerica Asset Managers Private Limited (MFDWSHYD13GP) Adjusted Stock Prices
XNSE/MFH370APR1RF,HDFC Asset Management Company Ltd. (MFH370APR1RF) Adjusted Stock Prices
XNSE/MFH370APR1RQ,HDFC Asset Management Company Ltd. (MFH370APR1RQ) Adjusted Stock Prices
XNSE/MFH370APR1RD,HDFC Asset Management Company Ltd. (MFH370APR1RD) Adjusted Stock Prices
XNSE/MFH370APR1RG,HDFC Asset Management Company Ltd. (MFH370APR1RG) Adjusted Stock Prices
XNSE/MFH370APR1DQ,HDFC Asset Management Company Ltd. (MFH370APR1DQ) Adjusted Stock Prices
XNSE/MFH370APR1DG,HDFC Asset Management Company Ltd. (MFH370APR1DG) Adjusted Stock Prices
XNSE/GMRINFRA,GMR Infrastructure Ltd. (EQGMRINFRA) Adjusted Stock Prices
XNSE/MFUFTFQP15P1,UTI Asset Management Company Ltd (MFUFTFQP15P1) Adjusted Stock Prices
XNSE/MFUFTFQR15P1,UTI Asset Management Company Ltd (MFUFTFQR15P1) Adjusted Stock Prices
XNSE/MFUFTFAP15P1,UTI Asset Management Company Ltd (MFUFTFAP15P1) Adjusted Stock Prices
XNSE/MFUFTFAR15P1,UTI Asset Management Company Ltd (MFUFTFAR15P1) Adjusted Stock Prices
XNSE/MFUFTFMD15P1,UTI Asset Management Company Ltd (MFUFTFMD15P1) Adjusted Stock Prices
XNSE/MFUFTFGR15P1,UTI Asset Management Company Ltd (MFUFTFGR15P1) Adjusted Stock Prices
XNSE/MFUFTDQP15P1,UTI Asset Management Company Ltd (MFUFTDQP15P1) Adjusted Stock Prices
XNSE/MFUFTDGR15P1,UTI Asset Management Company Ltd (MFUFTDGR15P1) Adjusted Stock Prices
XNSE/MFUFTDQR15P1,UTI Asset Management Company Ltd (MFUFTDQR15P1) Adjusted Stock Prices
XNSE/MFH405DA25RG,HDFC Asset Management Company Ltd. (MFH405DA25RG) Adjusted Stock Prices
XNSE/MFRDAFIIIBDG,Reliance Capital Asset Management Ltd (MFRDAFIIIBDG) Adjusted Stock Prices
XNSE/MFRDAFTIIIBG,Reliance Capital Asset Management Ltd (MFRDAFTIIIBG) Adjusted Stock Prices
XNSE/MFRDAFIIIBDD,Reliance Capital Asset Management Ltd (MFRDAFIIIBDD) Adjusted Stock Prices
XNSE/MFRDAFTIIIBD,Reliance Capital Asset Management Ltd (MFRDAFTIIIBD) Adjusted Stock Prices
XNSE/P2JSWISPAT,JSW ISPAT Steel Ltd (P2JSWISPAT) Adjusted Stock Prices
XNSE/P3ISPATIND,JSW ISPAT Steel Ltd (P3ISPATIND) Adjusted Stock Prices
XNSE/JUSTDIAL,Just Dial Ltd (EQJUSTDIAL) Adjusted Stock Prices
XNSE/SHARDAMOTR,Sharda Motor Industries Ltd (EQSHARDAMOTR) Adjusted Stock Prices
XNSE/MAHINDCIE,Mahindra CIE Automotive Ltd. (EQMAHINDCIE) Adjusted Stock Prices
XNSE/TECHM,Tech Mahindra Ltd. (EQTECHM) Adjusted Stock Prices
XNSE/MFRDAFTIIICG,Reliance Capital Asset Management Ltd (MFRDAFTIIICG) Adjusted Stock Prices
XNSE/MFRDAFTIIICD,Reliance Capital Asset Management Ltd (MFRDAFTIIICD) Adjusted Stock Prices
XNSE/MFRDAFIIICDD,Reliance Capital Asset Management Ltd (MFRDAFIIICDD) Adjusted Stock Prices
XNSE/MFRDAFIIICDG,Reliance Capital Asset Management Ltd (MFRDAFIIICDG) Adjusted Stock Prices
XNSE/MFSD366D31GD,SBI Funds Management Private Limited (MFSD366D31GD) Adjusted Stock Prices
XNSE/ORIENTCEM,Orient Cement Ltd (EQORIENTCEM) Adjusted Stock Prices
XNSE/MFRDAFIIIDDG,Reliance Nippon Life Asset Management Ltd. (MFRDAFIIIDDG) Adjusted Stock Prices
XNSE/MFRDAFIIIDDD,Reliance Nippon Life Asset Management Ltd. (MFRDAFIIIDDD) Adjusted Stock Prices
XNSE/HGS,Hinduja Global Solutions Ltd. (EQHGS) Adjusted Stock Prices
XNSE/MFRDAFTIIIDG,Reliance Nippon Life Asset Management Ltd. (MFRDAFTIIIDG) Adjusted Stock Prices
XNSE/MFRDAFTIIIDD,Reliance Nippon Life Asset Management Ltd. (MFRDAFTIIIDD) Adjusted Stock Prices
XNSE/NZSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NZSRTRANSFIN) Adjusted Stock Prices
XNSE/NYSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NYSRTRANSFIN) Adjusted Stock Prices
XNSE/NXSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NXSRTRANSFIN) Adjusted Stock Prices
XNSE/NWSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NWSRTRANSFIN) Adjusted Stock Prices
XNSE/NVSRTRANSFIN,Shriram Transport Finance Co. Ltd. (NVSRTRANSFIN) Adjusted Stock Prices
XNSE/ABFRL,Aditya Birla Fashion & Retail Ltd. (EQABFRL) Adjusted Stock Prices
XNSE/W1IBULHSGFIN,Indiabulls Housing Finance Limited (W1IBULHSGFIN) Adjusted Stock Prices
XNSE/IBULHSGFIN,Indiabulls Housing Finance Limited (EQIBULHSGFIN) Adjusted Stock Prices
XNSE/MFUKBCCP3RG,Union KBC Asset Management Company Private Limited (MFUKBCCP3RG) Adjusted Stock Prices
XNSE/MFBNPCPGII,BNP Paribas Asset Management (India) Pvt. Ltd (MFBNPCPGII) Adjusted Stock Prices
XNSE/MFHJ37026RD1,HDFC Asset Management Company Ltd. (MFHJ37026RD1) Adjusted Stock Prices
XNSE/MFPRMF6G1,Pramerica Asset Managers Private Limited (MFPRMF6G1) Adjusted Stock Prices
XNSE/MFHFTS91D,HSBC Asset Management (India) Private Ltd (MFHFTS91D) Adjusted Stock Prices
XNSE/INTEGRA,Integra Garments & Textiles Ltd (EQINTEGRA) Adjusted Stock Prices
XNSE/MFUFTFGR15PX,UTI Asset Management Company Ltd (MFUFTFGR15PX) Adjusted Stock Prices
XNSE/NIF100IWIN,ICICI Prudential Asset Management Company Ltd. (EQNIF100IWIN) Adjusted Stock Prices
XNSE/MFH1846A27RG,HDFC Asset Management Company Ltd. (MFH1846A27RG) Adjusted Stock Prices
XNSE/MFUTFDAIPIGI,UTI Asset Management Company Ltd (MFUTFDAIPIGI) Adjusted Stock Prices
XNSE/APLAPOLLO,APL Apollo Tubes Ltd. (EQAPLAPOLLO) Adjusted Stock Prices
XNSE/MFHFTS95G,HSBC Asset Management (India) Private Ltd (MFHFTS95G) Adjusted Stock Prices
XNSE/MFH37027ARG4,HDFC Asset Management Company Ltd. (MFH37027ARG4) Adjusted Stock Prices
XNSE/MFRD366D38RG,SBI Funds Management Private Limited (MFRD366D38RG) Adjusted Stock Prices
XNSE/N5RECLTD,Rural Electrification Corporation Ltd (N5RECLTD) Adjusted Stock Prices
XNSE/N7RECLTD,Rural Electrification Corporation Ltd (N7RECLTD) Adjusted Stock Prices
XNSE/N6RECLTD,Rural Electrification Corporation Ltd (N6RECLTD) Adjusted Stock Prices
XNSE/N9RECLTD,Rural Electrification Corporation Ltd (N9RECLTD) Adjusted Stock Prices
XNSE/N8RECLTD,Rural Electrification Corporation Ltd (N8RECLTD) Adjusted Stock Prices
XNSE/NARECLTD,Rural Electrification Corporation Ltd (NARECLTD) Adjusted Stock Prices
XNSE/N8IIFLFIN,India Infoline Finance Ltd (N8IIFLFIN) Adjusted Stock Prices
XNSE/NBIIFLFIN,India Infoline Finance Ltd (NBIIFLFIN) Adjusted Stock Prices
XNSE/N9IIFLFIN,India Infoline Finance Ltd (N9IIFLFIN) Adjusted Stock Prices
XNSE/MFUTFFFR16P4,UTI Asset Management Company Ltd (MFUTFFFR16P4) Adjusted Stock Prices
XNSE/MFSDF36M6GR,SBI Funds Management Private Limited (MFSDF36M6GR) Adjusted Stock Prices
XNSE/P2JSWSTEEL,JSW Steel Ltd. (P2JSWSTEEL) Adjusted Stock Prices
XNSE/FLFL,Future Lifestyle Fashions Ltd (EQFLFL) Adjusted Stock Prices
XNSE/NAIIFLFIN,India Infoline Finance Ltd (NAIIFLFIN) Adjusted Stock Prices
XNSE/MFUFTFGR16P7,UTI Asset Management Company Ltd (MFUFTFGR16P7) Adjusted Stock Prices
XNSE/MFSMFDZRQD,Sundaram Asset Management Company Limited (MFSMFDZRQD) Adjusted Stock Prices
XNSE/SMMITCON,MITCON Consultancy & Engineering Services Ltd (SMMITCON) Adjusted Stock Prices
XNSE/MFHCPO36MSDG,HDFC Asset Management Company Ltd. (MFHCPO36MSDG) Adjusted Stock Prices
XNSE/MFHCPO36MSDD,HDFC Asset Management Company Ltd. (MFHCPO36MSDD) Adjusted Stock Prices
XNSE/MFHCPO36MSRG,HDFC Asset Management Company Ltd. (MFHCPO36MSRG) Adjusted Stock Prices
XNSE/Y1SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y1SRTRANSFIN) Adjusted Stock Prices
XNSE/MFHCPO36MSRD,HDFC Asset Management Company Ltd. (MFHCPO36MSRD) Adjusted Stock Prices
XNSE/Y3SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y3SRTRANSFIN) Adjusted Stock Prices
XNSE/Y2SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y2SRTRANSFIN) Adjusted Stock Prices
XNSE/Y4SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y4SRTRANSFIN) Adjusted Stock Prices
XNSE/Y5SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y5SRTRANSFIN) Adjusted Stock Prices
XNSE/N3NHPC,NHPC Limited (N3NHPC) Adjusted Stock Prices
XNSE/Y6SRTRANSFIN,Shriram Transport Finance Co. Ltd. (Y6SRTRANSFIN) Adjusted Stock Prices
XNSE/N1NHPC,NHPC Limited (N1NHPC) Adjusted Stock Prices
XNSE/N4NHPC,NHPC Limited (N4NHPC) Adjusted Stock Prices
XNSE/VOLTAMP,Voltamp Transformers Ltd. (EQVOLTAMP) Adjusted Stock Prices
XNSE/N6NHPC,NHPC Limited (N6NHPC) Adjusted Stock Prices
XNSE/N2NHPC,NHPC Limited (N2NHPC) Adjusted Stock Prices
XNSE/N5NHPC,NHPC Limited (N5NHPC) Adjusted Stock Prices
XNSE/SFCL,Star Ferro & Cement Ltd. (EQSFCL) Adjusted Stock Prices
XNSE/JPOLYINVST,Jindal Poly Investment & Finance Co. Ltd. (EQJPOLYINVST) Adjusted Stock Prices
XNSE/MFHCPO36MORD,HDFC Asset Management Company Ltd. (MFHCPO36MORD) Adjusted Stock Prices
XNSE/MFCRMFCP2ARG,Canara Robeco Asset Management Company Ltd (MFCRMFCP2ARG) Adjusted Stock Prices
XNSE/ATLANTA,Atlanta Ltd. (EQATLANTA) Adjusted Stock Prices
XNSE/NBSHRIRAMCIT,Shriram City Union Finance Ltd. (NBSHRIRAMCIT) Adjusted Stock Prices
XNSE/NCSHRIRAMCIT,Shriram City Union Finance Ltd. (NCSHRIRAMCIT) Adjusted Stock Prices
XNSE/NDSHRIRAMCIT,Shriram City Union Finance Ltd. (NDSHRIRAMCIT) Adjusted Stock Prices
XNSE/NFSHRIRAMCIT,Shriram City Union Finance Ltd. (NFSHRIRAMCIT) Adjusted Stock Prices
XNSE/NGSHRIRAMCIT,Shriram City Union Finance Ltd. (NGSHRIRAMCIT) Adjusted Stock Prices
XNSE/NESHRIRAMCIT,Shriram City Union Finance Ltd. (NESHRIRAMCIT) Adjusted Stock Prices
XNSE/NHSHRIRAMCIT,Shriram City Union Finance Ltd. (NHSHRIRAMCIT) Adjusted Stock Prices
XNSE/N2NTPC,NTPC Ltd. (N2NTPC) Adjusted Stock Prices
XNSE/RELNIFTY,Reliance Nippon Life Asset Management Ltd. (EQRELNIFTY) Adjusted Stock Prices
XNSE/N1NTPC,NTPC Ltd. (N1NTPC) Adjusted Stock Prices
XNSE/N4NTPC,NTPC Ltd. (N4NTPC) Adjusted Stock Prices
XNSE/N6NTPC,NTPC Ltd. (N6NTPC) Adjusted Stock Prices
XNSE/N5NTPC,NTPC Ltd. (N5NTPC) Adjusted Stock Prices
XNSE/MFAXISSCRGP,Axis Asset Management Company Limited (MFAXISSCRGP) Adjusted Stock Prices
XNSE/N3NTPC,NTPC Ltd. (N3NTPC) Adjusted Stock Prices
XNSE/MFBPFM91SHG,Baroda Pioneer Asset Management Company Limited (MFBPFM91SHG) Adjusted Stock Prices
XNSE/HOVS,HOV Services Ltd. (EQHOVS) Adjusted Stock Prices
XNSE/N1IIHFL,India Infoline Housing Finance Ltd (N1IIHFL) Adjusted Stock Prices
XNSE/ACE,Action Construction Equipment Ltd. (EQACE) Adjusted Stock Prices
XNSE/SPCENET,Spacenet Enterprises India Ltd. (EQSPCENET) Adjusted Stock Prices
XNSE/MFUFTFGR17P4,UTI Asset Management Company Ltd (MFUFTFGR17P4) Adjusted Stock Prices
XNSE/MFLTIFXHG,L&T Investment Management Limited (MFLTIFXHG) Adjusted Stock Prices
XNSE/N1NHBTF2014,National Housing Bank (N1NHBTF2014) Adjusted Stock Prices
XNSE/N2NHBTF2014,National Housing Bank (N2NHBTF2014) Adjusted Stock Prices
XNSE/DEEPIND,Deep Industries Ltd. (EQDEEPIND) Adjusted Stock Prices
XNSE/N4NHBTF2014,National Housing Bank (N4NHBTF2014) Adjusted Stock Prices
XNSE/N6NHBTF2014,National Housing Bank (N6NHBTF2014) Adjusted Stock Prices
XNSE/N5NHBTF2014,National Housing Bank (N5NHBTF2014) Adjusted Stock Prices
XNSE/MFSMCSRIRG,Sundaram Asset Management Company Limited (MFSMCSRIRG) Adjusted Stock Prices
XNSE/N3NHBTF2014,National Housing Bank (N3NHBTF2014) Adjusted Stock Prices
XNSE/MFSMCSRIRD,Sundaram Asset Management Company Limited (MFSMCSRIRD) Adjusted Stock Prices
XNSE/MFIDFCD1196,IDFC Asset Management Company Limited (MFIDFCD1196) Adjusted Stock Prices
XNSE/MFH472J29DD1,HDFC Asset Management Company Ltd. (MFH472J29DD1) Adjusted Stock Prices
